index,title,date,nyt_firstPublished,nyt_byline,nyt_headline,nyt_summary,nyt_url,isTheaterReview,nyt_openDate,nyt_startDate,nyt_stopDate,nyt_cast,nyt_creators,nyt_name,nyt_venue
5214,The Other Place,2011-03-28,1999-05-05,By D.j.r. Bruckner,THEATER IN REVIEW,"D J R Bruckner reviews Dreaming in Cuban and Other Works, a mix of music, dance and dramatic monologues at American Place Theater (S)",https://www.nytimes.com/1999/05/05/theater/theater-in-review-548294.html,true,,,,,,,
4070,The Other Side,2005-12-06,2002-10-08,By Lawrence Van Gelder,THEATER REVIEW; Views From the Other Side of the Bar,"Lawrence Van Gelder reviews one-man play Bartenders, directed by Janis Powell and written by and starring Louis Mustillo; photo (M)",https://www.nytimes.com/2002/10/08/theater/theater-review-views-from-the-other-side-of-the-bar.html,true,,,,,,,
6361,The Outer Space,2017-03-08,2011-07-14,By Neil Genzlinger,Harmonies From Outer Space,"Otherworldly singing is the premise of “Voca People,” at the Westside Theater.",https://www.nytimes.com/2011/07/15/theater/reviews/voca-people-at-westside-theater-review.html,true,,,,,,,
5561,The Outgoing Tide,2012-11-20,2012-11-21,By David Rooney,A Retiree Makes Plans To Outfox a Cloudy Future,"“The Outgoing Tide,” starring Michael Learned and Peter Strauss, focuses on the difficult journey of decline and death.",https://www.nytimes.com/2012/11/22/theater/reviews/the-outgoing-tide-bruce-grahams-drama-at-59e59-theaters.html,true,2012-11-20,2012-11-07,2012-12-16,"Starring Michael Learned, Ian Lithgow and Peter Strauss","Written by Bruce Graham, directed by Bud Martin",The Outgoing Tide,59E59 Theaters
4538,The Overwhelming,2007-10-23,1997-11-04,By Peter Marks,"Reviews: THEATER REVIEW; It's Lust, but Not Strictly Sexual",Peter Marks reviews Classic Stage Company's production of Neal Bell's play Therese Raquin; photo (L),https://www.nytimes.com/1997/11/04/theater/reviews-theater-review-it-s-lust-but-not-strictly-sexual.html,true,,,,,,,
4390,The Pain and the Itch,2006-09-21,2006-09-22,By Charles Isherwood,The Indiscreet Moral Defects of the Bourgeoisie,"Thanksgiving dinner is being served nightly at Playwrights Horizons, where a new comedy by Bruce Norris, ''The Pain and the Itch,'' opened yesterday. The menu is traditional, after a fashion.      During cocktails, crudités are on offer, accompanied by onion dip and assorted ill-disguised insults. The main course is turkey, basted in bile and stuffed with chestnuts, onions and long-held grievances. Side dishes include braised Brussels sprouts sprinkled with shaved almonds and hypocrisy, and cranberry sauce spiced with orange zest, racism and recrimination. Dessert is pumpkin pie of course, accompanied by lengthy discussions of pornography and disturbing hints of pedophilia.  ",https://www.nytimes.com/2006/09/22/theater/reviews/the-indiscreet-moral-defects-of-the-bourgeoisie.html,true,,,,,,,
6587,The Pain of My Belligerence,2019-04-22,2019-04-23,By Ben Brantley,"Review: Love Bites, Hard, in ‘The Pain of My Belligerence’","Halley Feiffer stars opposite Hamish Linklater in her new comedy of anguish, which begins with a memorably chilling first date.",https://www.nytimes.com/2019/04/22/theater/pain-of-my-belligerence-review.html,true,2019-04-22,2019-03-29,2019-05-12,"Halley Feiffer, Vanessa Kai, Hamish Linklater, Keira Belle Young and Phoebe Young (recorded)",Written by Halley Feiffer; Directed by Trip Cullman,The Pain of My Belligerence,Playwrights Horizons
3782,The Paris Letter,2005-06-12,2004-12-16,By Charles Isherwood,The Heavy Toll of Sexual Repression,"Charles Isherwood reviews world premiere of Jon Robin Baitz play The Paris Letter in new Kirk Douglas Theater in Culver City, Calif, directed by Michael Morris; Ron Rifkin, Neil Patrick Harris, and Patricia Wettig star; photo (M)",https://www.nytimes.com/2004/12/16/theater/reviews/the-heavy-toll-of-sexual-repression.html,true,,,,,,,
5587,The Patron Saint of Sea Monsters,2013-11-12,2013-11-13,By Charles Isherwood,Why Is This Thing Called Love?,"Marlane Meyer’s comedy-drama “The Patron Saint of Sea Monsters,” at Playwrights Horizons, explores the seemingly inexplicable romance between a doctor and an unemployed jar factory worker.",https://www.nytimes.com/2013/11/13/theater/reviews/the-patron-saint-of-sea-monsters-at-playwrights-horizons.html,true,2013-11-12,2013-10-18,2013-12-01,"Starring Candy Buckley, Rob Campbell, Laura Heisler, Haynes Thigpen, Danny Wolohan and Jacqueline Wright","Written by Marlane Meyer, directed by Lisa Peterson",The Patron Saint of Sea Monsters,Playwrights Horizons
5400,The Patsy,2011-07-24,1996-04-02,By Stephen Holden,THEATER REVIEW;They Can Fake a Twang; Do They Sob in the Beer?,,https://www.nytimes.com/1996/04/02/theater/theater-review-they-can-fake-a-twang-do-they-sob-in-the-beer.html,true,,,,,,,
6293,The Penitent,2017-02-27,2010-08-22,By David Rooney,"Float Like a Butterfly, Lecture Like a Penitent Professor","In “The Punishing Blow,” a one-man show by Randy Cohen, a professor gives a lecture, with personal digressions, on a Jewish boxer in 18th-century Britain.",https://www.nytimes.com/2010/08/23/theater/reviews/23punish.html,true,2010-08-13,2010-08-13,2010-08-28,Seth Duerr,,The Punishing Blow,Theatre Row – Theatre Five
6793,The Perplexed,2020-03-03,1998-09-02,By Peter Marks,THEATER REVIEW; The Secrets of the Universe as Decoded by the Unhinged,"Peter Marks reviews Damfino, movement-and-theater piece by Collapsable Giraffe at Performing Garage; photo (M)",https://www.nytimes.com/1998/09/02/theater/theater-review-the-secrets-of-the-universe-as-decoded-by-the-unhinged.html,true,,,,,,,
5293,The Philanderer,2012-01-22,1996-05-29,By D.j.r. Bruckner,Theater in Review,,https://www.nytimes.com/1996/05/29/theater/theater-in-review-080799.html,true,,,,,,,
5493,The Piano Lesson,2012-11-18,1990-04-17,By Frank Rich,A Family Confronts Its History in August Wilson's 'Piano Lesson',"The piano is the first thing the audience hears in ''The Piano Lesson,'' the new August Wilson play at the Walter Kerr Theater. Three hours later, it seems as if the music, by turns bubbling and thunderous, has never stopped.",https://www.nytimes.com/1990/04/17/theater/reviews/a-family-confronts-its-history-in-august-wilsons-piano.html,true,,,,,,,
4628,The Piano Teacher,2007-11-18,1997-01-23,By Lawrence Van Gelder,Theater in Review,"Lawrence Van Gelder reviews Jewish Repertory Theater production of Barry Neikrug's one-man play, Concert Pianist (S)",https://www.nytimes.com/1997/01/23/theater/theater-in-review-306703.html,true,,,,,,,
6698,The Play That Goes Wrong,2019-02-20,2017-04-03,By Ben Brantley,Review: ‘The Play That Goes Wrong’ Upends a Whodunit,"This knockabout farce from London trades on the perverse comfort of watching things go smash in a safe, contained environment.",https://www.nytimes.com/2017/04/02/theater/review-the-play-that-goes-wrong-review.html,true,2017-04-02,2017-03-09,2019-01-06,"Preston Truman Boyd, Toccarra Cash, Mara Davi, Clifton Duncan, Mark Evans, Jonathan Fielding, Alex Mandell, Ned Noyes, Ashley Reyes, Katie Sexton, Harrison Unger and Akron Watson","Written by Henry Lewis, Henry Shields and Jonathan Sayer; Directed by Mark Bell",The Play That Goes Wrong,Lyceum Theater
4950,The Playboy of the Western World,2009-10-11,2004-10-28,By Charles Isherwood,"A Seductive Fellow Returns, but in a Darker Mood","Charles Isherwood reviews Abbey Theater production of J M Synge play The Playboy of the Western World, directed by Ben Barnes; Tom Vaughan Lawlor stars; photo (M)",https://www.nytimes.com/2004/10/28/theater/reviews/a-seductive-fellow-returns-but-in-a-darker-mood.html,true,,,,,,,
6685,The Plough and the Stars,2019-04-30,2016-10-21,By Laura Collins-Hughes,"Review: ‘The Plough and the Stars,’ War and Folly in a Dublin Tenement",Sean Holmes’s contemporary take on Sean O’Casey’s drama set during the 1916 Easter Rising offers no illusions of heroism.,https://www.nytimes.com/2016/10/22/theater/review-the-plough-and-the-stars-war-and-folly-in-a-dublin-tenement.html,true,,,,,,,
6279,The Portal,2016-12-03,1992-12-21,By Wilborn Hampton,Theater in Review,,https://www.nytimes.com/1992/12/21/theater/theater-in-review-209892.html,true,,,,,,,
6387,The Portuguese Kid,2017-10-24,2017-10-25,By Jesse Green,Review: Throwback ‘Portuguese Kid’ Will Do Anything for a Laugh,"With its relentless fusillade of punch lines, John Patrick Shanley’s new play starring Jason Alexander and Sherie Rene Scott winds up on the ropes.",https://www.nytimes.com/2017/10/24/theater/review-the-portuguese-kid-jason-alexander-john-patrick-shanley.html,true,2017-10-24,2017-09-19,2017-12-10,"Jason Alexander, Pico Alexander, Aimee Carrero, Sherie Rene Scott and Mary Testa",Written and directed by John Patrick Shanley,The Portuguese Kid,Manhattan Theater Club at City Center - Stage I
4965,The Pride,2010-02-16,2003-06-11,By Margo Jefferson,"THEATER REVIEW; Empire, and the Pride Before a Fall",Margo Jefferson reviews Natioï,https://www.nytimes.com/2003/06/11/theater/theater-review-empire-and-the-pride-before-a-fall.html,true,,,,,,,
4381,The Prime of Miss Jean Brodie,2006-10-09,2006-10-10,By Ben Brantley,"A Teacher Still Warping Young Minds, but Gently","Ben Brantley reviews New Group revival of Jay Presson play The Prime of Miss Jean Brodie, directed by Scott Elliot; Cynthia Nixon stars; photos (M)",https://www.nytimes.com/2006/10/10/theater/reviews/a-teacher-still-warping-young-minds-but-gently.html,true,,,,,,,
1385,The Prince and the Pauper,2002-06-16,2002-07-02,By Lawrence Van Gelder,THEATER REVIEW; Tuneful and Faithful to Twain's Tale,"Lawrence Van Gelder reviews musical play Prince and the Pauper, based on Mark Twain novel, with music by Neil Berg and book by Bernie Garzia and Ray Roderick; play is directed by Ray Roderick and stars Dennis Michael Hall and Gerard Canonico; photo (M)",https://www.nytimes.com/2002/07/02/theater/theater-review-tuneful-and-faithful-to-twain-s-tale.html,true,,,,,,,
6338,The Profane,2017-04-09,2015-09-09,By Laura Collins-Hughes,"Review: In ‘Little Thing, Big Thing,’ a Nun, a Criminal and a Social Conscience","Donal O’Kelly’s “Little Thing, Big Thing” is not the moldy old caper you might expect.",https://www.nytimes.com/2015/09/10/theater/review-in-little-thing-big-thing-a-nun-a-criminal-and-a-social-conscience.html,true,2015-09-08,2015-09-02,2015-09-27,Sorcha Fox and Donal O'Kelly,Written by Donal O'Kelly; Directed by Jim Culleton,"Little Thing, Big Thing",59E59 Theaters
4267,The Property Known as Garland,2006-03-23,2006-03-24,By Charles Isherwood,"At the Actors' Playhouse, Adrienne Barbeau Is Judy Garland","''The Property Known as Garland'' affords about 30 seconds of real pleasure, but they are not provided by Adrienne Barbeau, the star of this dull and tawdry bio-play by Ms. Barbeau's husband, Billy Van Zandt, which opened last night at the Actors' Playhouse.     The pleasure comes courtesy of the entertainer known as Judy, who is heard, all too briefly, on recordings from early and late in her career, singing with the instinctive artistry that made her one of the 20th century's greatest performers. Unfortunately, these morsels of enduring brilliance come and go quickly, leaving us to endure the other 90 minutes or so of Mr. Van Zandt's pedestrian tour of the well-known miseries of Garland's much-examined life.  ",https://www.nytimes.com/2006/03/24/theater/reviews/at-the-actors-playhouse-adrienne-barbeau-is-judy-garland.html,true,,,,,,,
5264,The Rap Guide to Evolution,2011-06-26,2015-02-16,By Anita Gates,Review: ‘Rap Guide to Religion’ Examines Why Humanity Created God,"In his solo show at the SoHo Playhouse, Baba Brinkman considers the need for, and consequences of, religious belief.",https://www.nytimes.com/2015/02/17/theater/review-rap-guide-to-religion-examines-why-humanity-created-god.html,true,2014-10-08,2014-10-08,2015-03-01,,,Rap Guide to Religion,Soho Playhouse
5954,The Rap Guide to Religion,2014-10-08,2015-02-16,By Anita Gates,Review: ‘Rap Guide to Religion’ Examines Why Humanity Created God,"In his solo show at the SoHo Playhouse, Baba Brinkman considers the need for, and consequences of, religious belief.",https://www.nytimes.com/2015/02/17/theater/review-rap-guide-to-religion-examines-why-humanity-created-god.html,true,2014-10-08,2014-10-08,2015-03-01,,,Rap Guide to Religion,Soho Playhouse
6439,"The Rape of the Sabine Women, by Grace B. Matthias",2017-09-10,2017-09-11,By Jesse Green,Review: Sexual Assault as Both History Lesson and Satire,"The playwright Michael Yates Crowley mixes unlikely genres in “The Rape of the Sabine Women, by Grace B. Matthias.”",https://www.nytimes.com/2017/09/10/theater/review-the-rape-of-the-sabine-women-by-grace-b-matthias.html,true,2017-09-10,2017-08-25,2017-09-23,"Jeff Biehl, Alex Breaux, Chas Carey, Sebastian Chacon (at select performances), Doug Harris, Eva Kaminsky, Andy Lucien, Susannah Perkins and Jeena Yi",Written by Michael Yates Crowley; Diected by Tyne Rafaeli,"The Rape of the Sabine Women, By Grace B. Matthias",Duke on 42nd Street Theater
5784,The Real Americans,2014-03-18,1991-10-17,By Stephen Holden,"Review/Theater; Who's Real, The Puppeteer Or the Puppet?",,https://www.nytimes.com/1991/10/17/theater/review-theater-who-s-real-the-puppeteer-or-the-puppet.html,true,,,,,,,
4590,The Receptionist,2007-10-30,1994-09-22,By Ben Brantley,THEATER REVIEW; A Secretarial Pool Out for Blood,,https://www.nytimes.com/1994/09/22/theater/theater-review-a-secretarial-pool-out-for-blood.html,true,,,,,,,
6393,The Red Letter Plays: Fucking A,2017-09-11,2017-09-12,By Ben Brantley,Review: A Play With a Crude Name and a Powerfully Dark View,Suzan-Lori Parks’s Brechtian riff on Nathaniel Hawthorne’s “The Scarlet Letter” returns to the stage with a new vitality.,https://www.nytimes.com/2017/09/11/theater/suzan-lori-parks-scarlet-letter-signature-theater.html,true,2017-09-11,2017-08-22,2017-10-08,"J. Cameron Barnett, Brandon Victor Dixon, Ben Horner, Joaquina Kalukango, Marc Kudisch, Christine Lahti, Ruibo Qian, Elizabeth Stanley and Raphael Nash Thompson",Written by Suzan-Lori Parks; Directed by Jo Bonney,______ A,Pershing Square Signature Center
6394,The Red Letter Plays: In the Blood,2017-09-17,2017-09-18,By Ben Brantley,Review: ‘In the Blood’ and the Singular Talent of Suzan-Lori Parks,"The play, about a single mother with five children, explores the dimensions of American sexual and societal guilt in a first-rate revival.",https://www.nytimes.com/2017/09/17/theater/review-in-the-blood-suzan-lori-parks.html,true,2017-09-17,2017-08-29,2017-10-15,"Jocelyn Bioh, Michael Braun, Russell G. Jones, Ana Reeder, Saycon Sengbloh and Frank Wood",Written by Suzan-Lori Parks; Directed by Sarah Benson,In the Blood,Pershing Square Signature Center
3050,The Regard Evening,2003-12-16,2003-12-16,By Ben Brantley,"THEATER REVIEW; Bill Irwin's Classic of Clowning, Illuminated With a Postscript","Ben Brantley reviews The Regard Evening, created by Bill Irwin in collaboration with Doug Skinner, Michael O'Connor and Nancy Harrington; Irwin and Skinner star; photo (M)",https://www.nytimes.com/2003/12/16/theater/theater-review-bill-irwin-s-classic-of-clowning-illuminated-with-a-postscript.html,true,,,,,,,
1656,The Resistible Rise of Arturo Ui,2002-10-03,2018-11-15,By Ben Brantley,Review: Raúl Esparza Becomes a Very Familiar Fascist in ‘Arturo Ui’,John Doyle’s inventive revival of Brecht’s 1941 satire about Adolf Hitler is more impressive for theatrical ingenuity than topicality.,https://www.nytimes.com/2018/11/14/theater/resistible-rise-of-arturo-ui-review-raul-esparza.html,true,2018-10-30,2018-10-30,2018-12-22,"Raúl Esparza, George Abud, Eddie Cooper, Elizabeth A. Davis, Christopher Gurr, Omozé Idehenre, Mahira Kakkar and Thom Sesma",Written by Bertolt Brecht; Directed by John Doyle,The Resistible Rise of Arturo Ui,Classic Stage Company
6606,The Resistible Rise of Arturo UI,2018-11-14,2018-11-15,By Ben Brantley,Review: Raúl Esparza Becomes a Very Familiar Fascist in ‘Arturo Ui’,John Doyle’s inventive revival of Brecht’s 1941 satire about Adolf Hitler is more impressive for theatrical ingenuity than topicality.,https://www.nytimes.com/2018/11/14/theater/resistible-rise-of-arturo-ui-review-raul-esparza.html,true,2018-10-30,2018-10-30,2018-12-22,"Raúl Esparza, George Abud, Eddie Cooper, Elizabeth A. Davis, Christopher Gurr, Omozé Idehenre, Mahira Kakkar and Thom Sesma",Written by Bertolt Brecht; Directed by John Doyle,The Resistible Rise of Arturo Ui,Classic Stage Company
4909,The Retributionists,2009-09-14,2009-09-14,By Charles Isherwood,"Months After World War II, Revenge as a Dish Served Hot and Crusty","As both a historical inquiry into the ethics of the “eye for an eye” brand of justice and a romantic melodrama, Daniel Goldfarb’s new play is a boring bust.",https://www.nytimes.com/2009/09/15/theater/reviews/15retribution.html,true,2009-09-15,2009-08-21,2009-09-27,"Starring Hamilton Clancy, Adam Driver, Rebecca Henderson, Margarita Levieva, Cristin Milioti, Adam Rothenburg and Lusia Strus",,The Retributionists,Playwrights Horizons
5526,The Revisionist,2013-02-21,2005-06-04,By Neil Genzlinger,A Revisionist Richard's Story,"Neil Genzlinger reviews Mirror Repertory's Young Mirror training company production of Richard and Anne, Maxwell Anderson's revision of Shakespeare's Richard III (M)",https://www.nytimes.com/2005/06/04/theater/reviews/a-revisionist-richards-story.html,true,,,,,,,
6630,The Revolving Cycles Truly and Steadily Roll'd,2018-09-19,2018-09-20,By Jesse Green,"Review: In ‘The Revolving Cycles,’ What Happened to Terrell?","A woman hunts for her former foster brother. Was he, like so many young black men, a victim of drugs or police or violence? Or did he just disappear?",https://www.nytimes.com/2018/09/19/theater/the-revolving-cycles-review-rage.html,true,2018-09-19,2018-09-07,2018-10-06,"Deonna Bouye, Toni Ann DeNoble, Lynda Gravátt, Donnell E Smith, Keith Randolph Smith, Kenneth Tigar, James Udom and Kara Young",Written by Jonathan Payne; Directed by Awoye Timpo,The Revolving Cycles Truly and Steadily Roll'd,Duke on 42nd Street Theater
4196,The Right Kind of People,2006-02-09,1995-04-19,By Ben Brantley,THEATER REVIEW: CLEAN; All Kinds of Love That Include All Kinds,,https://www.nytimes.com/1995/04/19/theater/theater-review-clean-all-kinds-of-love-that-include-all-kinds.html,true,,,,,,,
4594,The Rise of Dorothy Hale,2007-10-04,2007-10-10,By Neil Genzlinger,Examining the Circumstances of an Actress’s Fatal Fall,"Echoes of Marilyn Monroe give “The Rise of Dorothy Hale” an extra layer of interest, which is a good thing, since the play itself has uneven patches and performances.",https://www.nytimes.com/2007/10/10/theater/reviews/10doro.html,true,2007-09-30,2007-09-19,2008-01-27,"Michael Badalucco as Frank Deluca, Patrick Boll as Mitch Davenport, Sarita Choudhury as Frida Kahlo, Laura Koffman as Dorothy Hale, Mark LaMura as Harry Hopkins and Sarah Wynter as Clare Boothe Luce",,The Rise of Dorothy Hale,St. Luke's Theater
4894,The Rivalry,2009-05-21,2002-02-05,By Bruce Weber,THEATER REVIEW; Sibling Rivalry Magnified When It's on the Gridiron,"Bruce Weber reviews solo play Runt of the Litter, written and performed by Bo Eason and directed by Larry Moss; photo (M)",https://www.nytimes.com/2002/02/05/theater/theater-review-sibling-rivalry-magnified-when-it-s-on-the-gridiron.html,true,,,,,,,
5812,The Rivals,2014-05-04,2004-12-15,By Campbell Robertson,"The English Tongue, Defiled and Defended","Campbell Robertson reviews Jean Cocteau Repertory production of George Bernard Shaw play Pygmalion, directed by Rose Burnett Bonczek; Jay Nickerson, Kate Holland and Tim Morton star; photo (M)",https://www.nytimes.com/2004/12/15/theater/reviews/the-english-tongue-defiled-and-defended.html,true,,,,,,,
5199,The Road to Qatar,2011-02-03,2011-02-04,By Neil Genzlinger,Let’s Sing About People Who Don’t Speak Like Us,“The Road to Qatar!” at the Theater at St. Peter’s is based on the real-life story of two writers who were commissioned to produce a musical in the Middle East.,https://www.nytimes.com/2011/02/05/theater/reviews/05road.html,true,,,,,,,
6248,The Roads to Home,2016-10-05,2001-06-04,By Bruce Weber,"THEATER REVIEW; The Old Times Square, Home for the Hopeless","Bruce Weber reviews Mai-Yi Theater Co's premiere production of Han Ong's play Watcher, directed by Loy Arcenas; photo (M)",https://www.nytimes.com/2001/06/04/theater/theater-review-the-old-times-square-home-for-the-hopeless.html,true,,,,,,,
6093,The Robber Bridegroom,2016-03-13,2016-03-14,By Ben Brantley,Review: ‘The Robber Bridegroom’ Is Heavy on the Twang,This Alex Timbers revival includes a bluegrass band and a rogues’ gallery of oddball comic performers in this musical based on a Eudora Welty novella.,https://www.nytimes.com/2016/03/14/theater/review-the-robber-bridegroom-is-heavy-on-the-twang.html,true,2016-03-13,2016-02-18,2016-05-29,"Steven Pasquale as Jamie Lockhart; Andrew Durand  as Little Harp, Evan Harrington as Big Harp, Greg Hildreth as Goat, Leslie Kritzer as Salome, Ahna O'Reilly as Rosamund, Nadia Quinn  as Raven/Goat's Mother, Lance Roberts as Clement Musgrove and Devere Rogers as Airie/Man",Book and lyrics by Alfred Uhry; Music by Robert Waldman; Directed by Alex Timbers; Choreographed by Connor Gallagher,The Robber Bridegroom,Laura Pels Theater at the Harold and Miriam Steinberg Center for Theater
6809,The Rolling Stone,2019-07-15,2008-06-14,By Lawrence Van Gelder,"Papa Was a Rolling Stone, and a Famous Disc Jockey","Anger, bitterness and ceaseless yearning course through the quest narrated and enacted by W. Allen Taylor in his one-man show.",https://www.nytimes.com/2008/06/14/theater/reviews/14sear.html,true,2008-06-11,2008-06-05,2008-06-29,W. Allen Taylor,,In Search Of My Father...Walkin' Talkin' Bill Hawkins,Henry Street Settlement – Abrons Arts Center
6340,The Roundabout,2017-04-20,2002-08-19,By Ben Brantley,"THEATER REVIEW; No Sobs, No Sorrows, No Sighs","Ben Brantley reviews Roundabout Theater Company production of Rodgers and Hart musical The Boys From Syracuse, with new book by Nicky Silver and directed by Scott Ellis; photos (M)",https://www.nytimes.com/2002/08/19/theater/theater-review-no-sobs-no-sorrows-no-sighs.html,true,,,,,,,
6066,The Royale,2016-03-07,2016-03-08,By Ben Brantley,Review: ‘The Royale’ Harks Back to the Fighter Jack Johnson,"This Marco Ramirez play, which takes place in the early 20th century, is set amid the sport of boxing and recreates the racism of the day.",https://www.nytimes.com/2016/03/08/theater/review-the-royale-harks-back-to-the-fighter-jack-johnson.html,true,2016-03-07,2016-02-11,2016-05-01,"Starring McKinley Belcher III, Khris Davis, Montego Glover, John Lavelle and Clarke Peters",Written by Marco Ramirez; Directed by Rachel Chavkin,The Royale,Lincoln Center - Mitzi E. Newhouse Theater
4066,The Ruby Sunrise,2005-11-16,2006-07-15,By Jason Zinoman,A Magicians Assistant Learns the Tricks in Orange Lemon Egg Canary,"It may be the most thankless job in show business. You work hard, get no credit and spend most of your time dodging knives and being sawed in half. But in ''Orange Lemon Egg Canary'' -- which is like a great trick with a bungled payoff -- the magician's assistant finally speaks up, and what she has to say may surprise you.     To the naked eye, this deceptive romance is about a woman named Trilby (Aubrey Dollar) who falls in love with a hard-drinking magician, Great (Steve Cuiffo), who reluctantly agrees to teach her the secrets of his trade. In particular, she wants him to reveal how he pulled off an act of hypnosis that he learned from his grandfather, another magician, whose assistant, Henrietta (Emily Swallow), appears occasionally as a ghost.  ",https://www.nytimes.com/2006/07/15/theater/reviews/a-magicians-assistant-learns-the-tricks-in-orange-lemon-egg.html,true,,,,,,,
6089,The Ruins of Civilization,2016-05-18,2016-05-19,By Ben Brantley,"Review: In ‘The Ruins of Civilization,’ a Bleak Future, Brightly Told","Presented by the Manhattan Theater Club, Penelope Skinner’s account of British family life in a not too distant time bears a disquieting resemblance to today.",https://www.nytimes.com/2016/05/19/theater/review-in-the-ruins-of-civilization-a-bleak-future-brightly-told.html,true,2016-05-18,2016-05-04,2016-06-05,"Featuring Orlagh Cassidy, Tim Daly, Rachael Holmes and Roxanna Hope",Written By Penelope Skinner; Directed By Leah C. Gardiner,The Ruins of Civilization,City Center - Stage II
401,The Sad Lament of Pecos Bill on the Eve of Killing His Wife / Killer's Head / Action,1997-02-09,1997-02-10,By Ben Brantley,"3 Shepard One-Acters, An Illuminating Mixture","Ben Brantley reviews three one-act plays from Sam Shepard being performed by Signature Theater Co at Joseph Papp Public Theater; plays are: The Sad Lament of Pecos Bill on the Eve of Killing His Wife, Killer's Head and Action; photo (M)",https://www.nytimes.com/1997/02/10/theater/3-shepard-one-acters-an-illuminating-mixture.html,true,,,,,,,
6541,The Saintliness of Margery Kempe,2018-07-12,2018-08-01,By Laura Collins-Hughes,"Review: In ‘The Saintliness of Margery Kempe,’ a Comically Restless Mystic","A play based on a confessional, self-obsessed woman’s memoir — from the 15th century — is back, at the Duke.",https://www.nytimes.com/2018/08/01/theater/the-saintliness-of-margery-kempe-review.html,true,2018-07-12,2018-07-05,2018-08-26,"Andrus Nichols, Vance Quincy Barton, LaTanya Borsay, Timothy Doyle, Michael Genet, Ginger Grace, Jason O'Connell, Pippa Pearthree and Thomas Sommo",Written by John Wulp; Directed by Austin Pendleton,The Saintliness of Margery Kempe,Duke on 42nd Street Theater
4812,The Savannah Disputation,2009-03-03,2009-03-03,By Charles Isherwood,"Dodging Hellfire, Armed With Quips and the Obliging Father Murphy",Evan Smith’s insubstantial but funny play sometimes feels like a Very Special Theological Episode of “The Golden Girls.”,https://www.nytimes.com/2009/03/04/theater/reviews/04sava.html,true,2009-03-03,2009-02-06,2009-03-15,"Reed Birney, Marylouise Burke, Dana Ivey, Kellie Overbey",,The Savannah Disputation,Playwrights Horizons
4339,The Scene,2007-01-11,2001-07-28,By Neil Genzlinger,THEATER REVIEW; As Much of the Club Scene as a Black Box Can Hold,"Neil Genzlinger reviews play Go-Go Real, created and performed by Brandon Olson and Jonathan Wooster, part of Hot! The NYC Celebration of Queer Culture (M)",https://www.nytimes.com/2001/07/28/theater/theater-review-as-much-of-the-club-scene-as-a-black-box-can-hold.html,true,,,,,,,
5225,The School For Lies,2011-05-01,2016-04-27,By Laura Collins-Hughes,Review: ‘The School for Scandal’ Is Full-Throated Satire,Red Bull Theater’s jaunty new production of Richard Brinsley Sheridan’s work is directed by Marc Vietor at the Lucille Lortel Theater.,https://www.nytimes.com/2016/04/28/theater/review-the-school-for-scandal-is-full-throated-satire.html,true,2016-04-24,2016-04-08,2016-05-08,"Featuring Dana Ivey, Mark Linn-Baker, Frances Barber and Henry Stram; Also Helen Cespedes, Christian Conn, Christian DeMarais, Jacob Dresch, Ramsey Faragallah, Ryan Garbayo, Bradley Gibson, Nadine Malouf, Ben Mehl and Derek Smith",Written by Richard Brinsley Sheridan; Directed by Marc Vietor,The School for Scandal,Lucille Lortel Theater
6068,The School for Scandal,2016-04-24,2016-04-27,By Laura Collins-Hughes,Review: ‘The School for Scandal’ Is Full-Throated Satire,Red Bull Theater’s jaunty new production of Richard Brinsley Sheridan’s work is directed by Marc Vietor at the Lucille Lortel Theater.,https://www.nytimes.com/2016/04/28/theater/review-the-school-for-scandal-is-full-throated-satire.html,true,2016-04-24,2016-04-08,2016-05-08,"Featuring Dana Ivey, Mark Linn-Baker, Frances Barber and Henry Stram; Also Helen Cespedes, Christian Conn, Christian DeMarais, Jacob Dresch, Ramsey Faragallah, Ryan Garbayo, Bradley Gibson, Nadine Malouf, Ben Mehl and Derek Smith",Written by Richard Brinsley Sheridan; Directed by Marc Vietor,The School for Scandal,Lucille Lortel Theater
4983,The Scottsboro Boys,2010-03-10,2010-11-01,By Charles Isherwood,Revisiting an Outrage With Gallows Humor,"Kander and Ebb’s musical, “The Scottsboro Boys,” which dares to present ugly American history as bawdy burlesque, opens on Broadway.",https://www.nytimes.com/2010/11/01/theater/reviews/01scottsboro.html,true,,,,,,,
4635,The Screwtape Letters,2007-11-08,2010-06-11,By Wilborn Hampton,"Lewis’s Tempters, Meticulously Paving the Road to Hell",A humorous adaptation of C.S. Lewis’s novella about a correspondence between an under secretary in the Devil’s “lowerarchy” and his nephew.,https://www.nytimes.com/2010/06/12/theater/reviews/12screw.html,true,2010-05-10,2010-04-15,2011-01-09,Max McLean as Screwtape and Karen Eleanor Wight as Toadpipe,,The Screwtape Letters,Westside Theater - Upstairs
5010,The Screwtape Letters,2010-05-10,2010-06-11,By Wilborn Hampton,"Lewis’s Tempters, Meticulously Paving the Road to Hell",A humorous adaptation of C.S. Lewis’s novella about a correspondence between an under secretary in the Devil’s “lowerarchy” and his nephew.,https://www.nytimes.com/2010/06/12/theater/reviews/12screw.html,true,2010-05-10,2010-04-15,2011-01-09,Max McLean as Screwtape and Karen Eleanor Wight as Toadpipe,,The Screwtape Letters,Westside Theater - Upstairs
